SRR5755588	SRR5755589	SRR5755590	SRR5755591	SRR5755592	SRR5755593
Gm15128	1	0	0	0	0	0
Gm15129	0	0	0	0	0	0
Gm15130	0	0	0	0	0	0
Gm15131	2	0	0	3	1	0
Gm15132	0	0	0	0	0	0
Gm15133	0	0	0	0	0	0
Gm15135	0	0	0	0	0	0
Gm15136	0	0	0	0	0	0
Gm15137	1	1	0	0	1	0
Gm15138	6	3	6	4	11	9
Gm15139	2	4	2	0	0	0
Gm15140	0	0	0	0	0	0
Gm15141	0	0	0	0	0	0
Gm15142	0	0	0	0	0	0
Gm15143	0	0	0	0	0	0
Gm15144	0	0	0	0	0	0
Gm15145	0	0	0	0	0	0
Gm15146	0	0	0	0	0	0
Gm15147	0	0	0	0	0	0
Gm15148	3	8	1	0	9	5
Gm15149	0	0	0	0	0	0
Gm15151	3	3	4	5	4	1
Gm15152	1	0	1	2	0	0
Gm15153	0	0	2	0	0	0
Gm15154	0	0	0	0	0	0
Gm15155	0	0	0	0	0	0
Gm15156	0	0	0	1	0	0
Gm15157	0	0	2	0	0	0
Gm15158	0	0	0	0	0	0
Gm15159	0	0	0	0	0	1
Gm15160	0	0	0	0	0	0
Gm15161	0	0	0	0	0	0
Gm15162	0	0	0	0	0	0
Gm15163	477	559	389	517	549	497
Gm15164	0	0	0	0	0	0
Gm15165	0	0	0	0	0	0
Gm15166	0	0	0	0	0	0
Gm15167	0	0	0	0	0	0
Gm15168	0	0	0	0	0	0
Gm15169	0	0	0	0	0	0
Gm15170	0	0	0	0	0	0
Gm15171	0	0	0	0	0	0
Gm15172	0	0	1	0	0	0
Gm15173	1	3	0	0	1	0
Gm15174	0	0	0	0	1	0
Gm15175	0	0	0	0	0	0
Gm15176	0	0	0	1	0	0
Gm15177	0	0	0	0	0	0
Gm15178	0	0	0	0	0	0
Gm15179	0	0	0	0	0	0
Gm15180	0	0	0	0	0	0
Gm15181	0	0	0	0	0	0
Gm15182	0	0	0	0	0	0
Gm15183	0	0	0	0	0	0
Gm15185	0	0	0	0	0	0
Gm15186	5	1	2	1	3	7
Gm15187	0	0	0	0	0	0
Gm15188	0	0	0	0	0	0
Gm15189	0	0	0	0	0	0
Gm15190	8	2	2	6	5	10
Gm15191	57	90	33	101	95	86
Gm15192	0	0	0	0	0	0
Gm15193	0	0	0	0	0	0
Gm15194	0	0	0	0	0	0
Gm15195	3	3	3	7	1	6
Gm15196	0	0	0	0	1	0
Gm15197	0	1	0	1	0	2
Gm15198	4	0	0	2	4	0
Gm15199	0	0	0	0	0	0
Gm15200	0	0	0	0	0	0
Gm15201	0	0	0	0	0	0
Gm15202	0	0	1	0	0	0
Gm15203	0	0	0	0	0	0
Gm15204	6	6	2	10	8	4
Gm15205	0	0	0	0	0	0
Gm15206	0	0	0	0	0	0
Gm15207	0	0	0	0	1	0
Gm15208	0	0	0	0	0	0
Gm15209	0	0	0	0	0	0
Gm15210	132	128	74	205	250	211
Gm15211	0	0	0	0	0	0
Gm15212	0	0	0	0	0	0
Gm15213	0	0	0	0	0	0
Gm15214	0	0	0	0	0	0
Gm15215	0	0	0	0	0	0
Gm15216	0	0	0	0	1	0
Gm15217	0	0	0	0	0	0
Gm15218	0	0	0	0	0	0
Gm15219	0	0	0	0	0	1
Gm15220	2	0	0	0	0	0
Gm15221	0	0	0	0	0	0
Gm15222	3	1	0	0	0	0
Gm15223	2	1	2	1	0	2
Gm15224	0	0	0	0	0	0
Gm15225	0	0	0	0	0	0
Gm15226	0	0	0	0	0	2
Gm15227	0	0	0	0	0	0
Gm15228	0	0	0	0	0	0
Gm15229	0	0	0	0	0	0
Gm15230	0	0	0	0	0	0
Gm15231	1	0	0	0	0	0
Gm15232	1	0	0	0	1	0
Gm15233	0	0	0	0	0	0
Gm15234	2	2	1	0	0	0
Gm15235	0	0	0	0	0	1
Gm15236	0	0	0	0	0	0
Gm15237	0	0	0	0	0	0
Gm15238	0	0	0	0	0	0
Gm15239	0	1	0	0	0	0
Gm15240	0	0	0	0	0	0
Gm15241	2	0	0	0	0	0
Gm15242	0	0	0	0	0	0
Gm15243	0	0	0	0	0	0
Gm15244	0	0	0	0	0	0
Gm15245	0	0	0	0	0	0
Gm15246	22	27	16	28	24	30
Gm15247	5	1	1	2	0	5
Gm15249	0	0	0	0	0	0
Gm15250	0	0	0	0	0	0
Gm15251	0	0	0	0	0	0
Gm15252	0	0	0	0	0	0
Gm15253	0	0	0	0	0	0
Gm15254	0	0	0	0	0	0
Gm15255	0	0	0	0	0	0
Gm15256	0	0	0	0	0	0
Gm15257	0	0	0	0	0	0
Gm15258	0	0	0	0	0	0
Gm15259	0	0	0	0	0	0
Gm15260	0	0	0	0	0	0
Gm15261	0	0	0	0	0	0
Gm15262	0	0	0	0	0	0
Gm15263	0	1	0	0	0	0
Gm15264	5	4	1	0	0	1
Gm15265	70	56	62	55	60	75
Gm15266	0	0	0	0	0	0
Gm15267	5	4	0	10	2	5
Gm15268	1	0	6	0	0	1
Gm15269	0	0	0	0	0	0
Gm1527	0	0	0	0	0	0
Gm15270	0	0	1	8	1	1
Gm15271	0	0	0	1	0	0
Gm15272	0	0	0	0	0	0
Gm15273	0	0	0	0	0	0
Gm15274	0	0	0	0	0	0
Gm15275	0	0	0	0	0	0
Gm15276	0	0	0	0	0	0
Gm15277	0	0	0	0	0	0
Gm15278	0	0	0	0	0	0
Gm15279	0	0	0	0	0	0
Gm15280	0	0	0	0	0	0
Gm15281	0	0	0	0	0	0
Gm15282	0	0	0	0	0	0
Gm15283	7	11	6	14	7	5
Gm15284	0	0	0	0	0	0
Gm15285	8	4	4	3	8	2
Gm15286	0	0	0	0	0	0
Gm15287	4	6	8	1	0	9
Gm15288	0	0	0	0	0	0
Gm15289	0	0	1	1	0	0
Gm15290	0	0	0	0	0	0
Gm15292	0	0	0	0	0	0
Gm15293	0	0	0	0	0	0
Gm15294	4	2	5	11	10	22
Gm15295	1	0	0	1	0	0
Gm15297	0	0	0	0	0	0
Gm15298	1	0	0	0	0	0
Gm15299	0	0	0	0	0	0
Gm15300	0	0	0	0	0	0
Gm15302	0	0	0	0	0	0
Gm15303	0	0	0	0	0	0
Gm15304	0	0	0	0	0	0
Gm15305	0	0	0	0	0	0
Gm15308	0	0	0	0	0	0
Gm15309	0	0	0	0	0	0
Gm15310	0	1	0	0	0	0
Gm15311	0	0	0	0	0	0
Gm15312	0	0	0	0	0	0
Gm15313	0	0	0	0	0	0
Gm15314	0	0	0	0	0	0
Gm15315	0	0	0	0	0	0
Gm15316	0	0	0	0	0	0
Gm15317	5	1	0	2	2	3
Gm15318	0	0	0	0	0	0
Gm15319	17	10	3	7	0	5
Gm15320	0	0	0	0	0	0
Gm15321	10	9	4	24	4	23
Gm15322	0	0	0	1	0	0
Gm15323	0	0	0	0	0	0
Gm15324	0	0	0	0	0	0
Gm15325	1	0	0	0	0	0
Gm15326	5	5	2	1	4	1
Gm15327	14	8	14	3	5	0
Gm15328	10	8	5	18	1	3
Gm15329	0	0	0	1	0	0
Gm15331	0	0	0	0	0	0
Gm15332	0	0	0	0	0	0
Gm15333	0	0	1	0	0	0
Gm15334	1	0	0	0	0	0
Gm15335	0	0	0	0	1	0
Gm15336	0	0	0	0	0	0
Gm15337	1	1	1	0	0	10
Gm15338	0	0	0	0	0	0
Gm15339	0	0	0	0	0	0
Gm15340	0	0	0	0	0	0
Gm15341	0	0	0	0	0	0
Gm15342	8	1	1	1	0	0
Gm15343	1	1	0	0	0	0
Gm15344	15	6	1	14	15	33
Gm15345	1	0	0	0	0	2
Gm15346	0	0	0	0	0	0
Gm15347	6	11	6	13	9	33
Gm15348	0	0	0	0	0	0
Gm15349	0	0	0	0	0	0
Gm15350	0	0	0	0	0	1
Gm15351	5	1	5	0	0	0
Gm15352	0	0	0	0	0	0
Gm15353	0	0	1	0	0	0
Gm15354	0	0	0	0	0	0
Gm15355	0	0	0	0	0	0
Gm15356	0	0	0	0	0	0
Gm15357	0	0	0	0	0	0
Gm15358	0	0	0	0	0	0
Gm15359	3	1	4	1	3	0
Gm15361	100	110	65	179	158	148
Gm15362	0	1	0	0	0	0
Gm15363	0	0	0	0	0	0
Gm15364	0	0	0	0	0	0
Gm15365	0	0	0	5	2	0
Gm15366	0	0	2	1	0	0
Gm15367	1	0	0	1	0	1
Gm15368	0	0	0	0	0	0
Gm15369	0	0	0	0	0	0
Gm15370	1	0	0	0	0	0
Gm15371	0	0	0	0	0	0
Gm15372	0	0	0	0	0	0
Gm15373	0	0	0	0	0	0
Gm15374	0	0	0	0	0	0
Gm15375	0	0	0	0	0	0
Gm15376	0	0	0	0	0	0
Gm15377	0	0	0	0	0	0
Gm15379	26	24	13	21	18	25
Gm15381	1	0	2	0	2	2
Gm15382	2	5	1	2	2	2
Gm15383	0	0	1	0	1	0
Gm15384	2	2	5	0	0	6
Gm15385	1	1	1	2	2	0
Gm15386	0	0	0	0	0	0
Gm15387	4	5	4	12	25	8
Gm15388	0	0	0	0	0	0
Gm15389	2	2	1	1	2	0
Gm15390	0	0	0	0	0	0
Gm15391	0	0	0	0	0	0
Gm15392	0	1	1	0	0	0
Gm15393	0	0	0	0	1	0
Gm15394	0	0	0	0	0	0
Gm15395	0	0	0	0	0	0
Gm15396	6	2	5	2	0	1
Gm15397	1	2	1	3	1	1
Gm15398	0	1	0	1	1	1
Gm15399	0	0	0	0	0	0
Gm15400	0	0	0	0	0	0
Gm15401	5	12	7	6	2	3
Gm15402	0	0	6	0	0	0
Gm15403	0	0	0	0	0	0
Gm15404	0	1	0	0	0	0
Gm15405	0	0	0	0	0	0
Gm15406	12	13	11	2	1	1
Gm15407	0	0	0	0	0	0
Gm15408	21	34	19	22	20	17
Gm15409	2	0	0	0	1	0
Gm15410	56	40	25	3	7	3
Gm15411	35	28	13	4	4	9
Gm15412	0	0	0	0	0	0
Gm15413	1	0	3	0	0	0
Gm15414	0	0	0	0	0	0
Gm15415	0	1	0	0	0	0
Gm15416	0	0	0	0	0	0
Gm15417	124	128	87	303	299	297
Gm15418	8	5	2	1	2	5
Gm15419	1	1	1	1	0	2
Gm15420	7	11	5	11	8	21
Gm15421	2	1	0	2	0	0
Gm15422	0	0	0	0	0	0
Gm15423	1	0	0	1	1	1
Gm15425	0	0	0	0	0	0
Gm15426	0	0	0	0	1	0
Gm15427	395	429	286	375	367	408
Gm15428	20	11	8	35	25	34
Gm15429	90	103	56	85	94	85
Gm15430	179	222	128	205	254	208
Gm15431	82	149	68	111	121	143
Gm15432	0	0	0	0	0	0
Gm15433	0	1	0	0	1	0
Gm15436	0	0	0	0	0	0
Gm15437	0	0	0	0	0	0
Gm15439	0	0	0	0	0	0
Gm15440	18	15	9	9	14	9
Gm15441	26	14	17	0	0	0
Gm15442	0	0	2	2	0	0
Gm15443	36	41	21	38	20	25
Gm15444	0	1	1	1	0	0
Gm15445	13	26	16	10	13	23
Gm15446	717	658	414	538	562	594
Gm15448	0	0	0	0	0	0
Gm15449	0	0	0	0	0	0
Gm15450	7	13	2	5	7	8
Gm15452	4	10	5	11	17	10
Gm15453	25	36	16	40	47	56
Gm15454	0	4	3	1	2	8
Gm15455	8	26	11	19	12	20
Gm15457	0	0	0	0	0	0
Gm15458	0	0	1	0	1	0
Gm15459	617	619	461	936	921	960
Gm15460	2	0	0	0	2	0
Gm15461	0	0	0	1	1	0
Gm15462	0	0	0	0	0	0
Gm15463	5	3	2	2	0	3
Gm15464	3	4	2	2	6	7
Gm15465	0	0	0	0	0	0
Gm15466	3	3	2	2	1	4
Gm15467	11	9	8	15	11	8
Gm15469	0	0	0	0	0	0
Gm15470	116	100	77	73	56	95
Gm15471	0	0	0	0	0	0
Gm15472	0	0	0	0	0	0
Gm15473	14	2	0	1	1	4
Gm15474	0	0	0	0	0	0
Gm15475	0	0	0	0	0	0
Gm15476	0	0	0	0	0	0
Gm15477	4	1	3	0	1	5
Gm15478	3	7	2	3	3	4
Gm15479	0	0	0	0	0	0
Gm15480	0	0	0	0	3	0
Gm15481	4	2	3	1	1	2
Gm15482	0	0	0	3	0	0
Gm15483	4	11	7	0	8	9
Gm15484	9	12	13	25	25	22
Gm15485	0	0	0	0	0	0
Gm15486	1	0	0	0	1	1
Gm15487	104	97	39	101	100	75
Gm15488	10	8	1	0	0	0
Gm15489	21	27	15	7	9	17
Gm15490	0	0	0	0	0	0
Gm15491	2	1	2	1	1	1
Gm15492	7	5	2	4	5	3
Gm15493	0	1	0	0	1	0
Gm15494	3	1	2	0	1	2
Gm15495	0	0	0	0	0	0
Gm15496	0	0	0	0	0	0
Gm15497	11	5	4	3	5	17
Gm15498	0	0	0	0	0	1
Gm15499	0	0	0	0	0	0
Gm15500	632	701	451	566	663	640
Gm15501	50	96	74	79	94	100
Gm15502	2	3	1	0	0	1
Gm15503	0	2	1	1	1	1
Gm15504	0	0	1	0	0	0
Gm15506	121	166	112	32	30	50
Gm15507	0	0	0	0	0	0
Gm15508	0	0	0	0	0	0
Gm15509	0	1	0	0	0	0
Gm15510	30	23	14	11	10	7
Gm15511	0	0	1	1	0	0
Gm15512	0	0	0	0	0	0
Gm15513	53	61	37	62	47	66
Gm15514	0	0	0	0	0	0
Gm15515	0	0	0	0	0	0
Gm15516	3	9	4	4	6	7
Gm15517	0	0	0	0	0	0
Gm15518	2	2	3	0	0	4
Gm15519	22	22	14	36	24	20
Gm15520	0	0	1	0	0	0
Gm15521	3	1	1	7	11	2
Gm15522	0	0	0	1	0	0
Gm15523	0	0	0	0	0	0
Gm15524	0	0	0	0	0	0
Gm15525	0	0	0	0	0	0
Gm15526	2	0	2	1	2	2
Gm15527	0	6	5	0	3	16
Gm15528	0	0	0	1	2	2
Gm15529	0	0	0	0	0	0
Gm15530	6	3	2	0	4	0
Gm15531	0	3	0	0	1	0
Gm15532	0	2	0	0	0	0
Gm15533	1	0	0	0	1	1
Gm15534	0	1	0	0	0	0
Gm15535	3	2	3	3	1	0
Gm15536	4	8	2	6	6	10
Gm15537	0	0	0	0	0	0
Gm15538	4	5	1	2	3	8
Gm15539	2	0	0	0	5	8
Gm15540	0	1	0	1	0	0
Gm15541	0	10	4	2	1	5
Gm15542	70	75	45	101	81	98
Gm15543	2	0	0	0	0	0
Gm15544	0	0	1	1	1	0
Gm15545	240	200	169	93	94	132
Gm15546	0	0	0	0	0	0
Gm15547	0	3	0	0	1	2
Gm15548	21	20	19	11	5	6
Gm15549	3	0	0	1	1	2
Gm15550	0	0	0	0	0	0
Gm15551	1	0	3	0	0	0
Gm15552	6	10	11	20	10	37
Gm15553	0	0	0	0	0	0
Gm15554	0	0	0	0	0	0
Gm15555	0	0	0	0	0	0
Gm15556	0	1	0	0	0	0
Gm15557	0	1	1	0	0	0
Gm15558	1	0	0	1	0	0
Gm15559	192	195	116	31	37	50
Gm15560	3	1	2	1	1	6
Gm15561	4	1	0	0	0	1
Gm15562	0	0	0	0	0	0
Gm15563	0	2	2	0	0	2
Gm15564	4106	2420	17422	2688	1725	1854
Gm15565	0	0	0	0	0	0
Gm15566	0	0	0	0	0	1
Gm15567	2	16	15	11	1	7
Gm15568	0	2	0	0	0	2
Gm15569	0	0	0	0	0	0
Gm15570	0	1	0	0	0	1
Gm15571	0	0	0	0	0	0
Gm15572	0	0	0	0	0	0
Gm15573	0	0	0	4	1	0
Gm15574	0	0	0	0	2	0
Gm15575	0	0	3	0	0	0
Gm15576	0	2	0	0	0	0
Gm15577	0	0	0	0	0	0
Gm15578	0	0	0	0	0	0
Gm15579	0	0	0	0	0	1
Gm15580	0	1	0	0	0	0
Gm15581	0	2	0	0	0	0
Gm15582	7	0	1	0	0	1
Gm15583	2	3	0	0	4	2
Gm15584	0	1	0	0	0	0
Gm15585	9	9	12	4	6	18
Gm15586	0	0	0	0	0	0
Gm15587	0	0	0	0	0	0
Gm15588	1	0	2	0	3	0
Gm15589	1	1	0	0	0	0
Gm15590	12	10	6	4	11	15
Gm15591	9	6	1	7	2	7
Gm15592	0	0	0	0	0	0
Gm15593	25	32	18	70	43	55
Gm15594	2	4	6	0	2	1
Gm15595	0	0	0	0	0	0
Gm15596	24	13	19	16	2	7
Gm15597	0	0	0	0	0	0
Gm15598	1	0	0	0	0	0
Gm15599	8	4	7	10	11	19
Gm156	0	0	0	0	0	0
Gm15600	0	0	0	0	0	0
Gm15601	133	121	101	50	60	99
Gm15602	4	0	0	0	0	1
Gm15603	0	0	0	1	0	0
Gm15604	4	2	1	2	0	6
Gm15605	13	34	16	24	25	28
Gm15606	0	1	0	0	0	0
Gm15607	0	0	0	0	0	0
Gm15608	10	8	9	6	6	4
Gm15609	4	5	3	1	2	9
Gm15610	287	235	165	171	236	263
Gm15611	0	0	0	0	0	0
Gm15612	193	200	94	68	66	97
Gm15613	1	0	0	0	0	0
Gm15614	0	0	0	0	1	0
Gm15615	0	0	0	0	0	0
Gm15616	7	6	4	9	11	3
Gm15617	0	0	0	0	0	1
Gm15618	0	0	1	0	0	0
Gm15619	0	0	0	0	0	0
Gm15620	0	0	0	0	0	0
Gm15621	1	1	1	1	1	0
Gm15622	5	4	0	1	0	0
Gm15623	4	10	3	5	5	3
Gm15624	0	1	1	0	0	0
Gm15625	0	0	0	0	0	0
Gm15626	0	0	0	0	0	0
Gm15627	0	1	1	0	0	0
Gm15628	0	0	0	0	0	0
Gm15629	0	0	0	0	0	0
Gm15631	0	1	4	1	0	2
Gm15632	0	1	0	0	0	0
Gm15633	0	6	0	1	1	1
Gm15634	8	6	6	6	1	3
Gm15635	6	4	3	2	0	0
Gm15636	0	0	0	0	0	0
Gm15637	0	0	0	0	0	1
Gm15638	1	0	1	0	0	1
Gm15639	9	5	2	3	5	4
Gm1564	25	26	17	15	14	14
Gm15640	7	4	2	6	8	4
Gm15641	0	0	0	0	0	0
Gm15642	0	0	0	0	0	0
Gm15643	0	0	0	0	0	0
Gm15644	0	0	0	0	0	0
Gm15645	1	0	0	0	0	2
Gm15646	0	0	0	0	0	0
Gm15647	0	0	0	0	0	0
Gm15648	0	0	0	0	0	0
Gm15649	0	0	0	0	0	0
Gm15650	2	1	2	0	0	0
Gm15651	3	15	4	1	12	5
Gm15652	0	0	0	0	0	0
Gm15653	0	1	0	6	1	0
Gm15654	0	0	2	0	0	4
Gm15655	0	0	0	0	0	0
Gm15656	1	1	0	0	0	0
Gm15657	0	0	0	0	0	0
Gm15658	0	0	0	0	0	0
Gm15659	0	0	0	0	0	0
Gm15660	0	0	0	0	0	0
Gm15661	0	0	0	0	0	0
Gm15662	54	30	98	37	23	17
Gm15663	642	577	448	603	566	583
Gm15664	0	0	0	0	0	0
Gm15665	0	0	0	0	0	0
Gm15666	0	2	0	0	0	0
Gm15667	0	0	0	0	1	1
Gm15668	0	0	0	1	0	0
Gm15669	0	0	0	0	0	0
Gm15670	0	0	0	0	0	0
Gm15671	1	0	0	0	0	0
Gm15672	7	5	2	7	8	12
Gm15673	2	0	0	3	0	2
Gm15674	0	0	0	0	0	0
Gm15675	0	1	0	0	0	1
Gm15676	114	97	38	158	133	140
Gm15677	0	0	0	0	0	0
Gm15678	0	0	1	0	0	0
Gm15679	0	0	0	0	0	0
Gm1568	52	65	44	28	42	45
Gm15680	0	0	0	0	0	0
Gm15681	1	0	0	0	0	0
Gm15682	9	6	4	6	6	6
Gm15683	2	0	0	1	1	0
Gm15684	1	1	1	2	1	1
Gm15685	2	0	0	0	0	0
Gm15686	1	0	0	0	0	0
Gm15687	0	0	0	0	0	1
Gm15688	12	2	2	1	0	0
Gm15689	0	0	0	1	0	0
Gm15690	0	7	5	4	0	4
Gm15691	8	2	0	2	0	1
Gm15692	0	3	0	0	2	1
Gm15693	0	0	0	1	0	0
Gm15694	6	5	4	17	14	9
Gm15696	6	10	13	16	8	22
Gm15697	30	19	5	14	3	4
Gm15698	0	0	0	0	1	0
Gm15699	0	2	0	0	0	0
Gm15700	0	0	0	0	0	0
Gm15701	0	0	0	0	0	0
Gm15702	0	0	0	1	1	1
Gm15703	2	2	2	2	3	5
Gm15704	0	2	1	1	2	0
Gm15705	0	0	0	0	0	1
Gm15706	80	102	48	59	98	72
Gm15707	2	0	2	1	8	0
Gm15708	42	29	22	28	51	51
Gm15709	0	0	0	0	0	0
Gm15710	9	4	10	3	9	11
Gm15711	0	0	0	2	0	0
Gm15712	0	0	1	0	0	0
Gm15713	0	0	0	1	0	0
Gm15714	0	0	0	0	1	1
Gm15715	0	0	2	0	0	1
Gm15716	0	0	0	0	0	0
Gm15717	11	15	3	11	7	4
Gm15718	5	0	2	0	1	3
Gm15719	2	0	0	0	0	2
Gm15720	0	4	4	6	8	10
Gm15721	0	0	0	0	0	0
Gm15722	3	0	0	0	1	0
Gm15723	0	0	0	0	0	0
Gm15724	0	0	0	0	0	0
Gm15725	0	0	0	0	0	0
Gm15726	9	7	6	11	11	15
Gm15727	1	2	0	0	3	2
Gm15728	34	42	12	34	35	55
Gm15729	0	0	0	0	0	0
Gm15730	2	0	4	2	4	2
Gm15731	0	0	0	0	0	0
Gm15732	0	0	0	0	0	0
Gm15733	0	0	0	0	0	0
Gm15734	0	0	0	0	0	0
Gm15735	0	0	0	0	0	1
Gm15736	0	0	0	0	0	0
Gm15737	0	0	0	1	0	1
Gm15738	0	1	0	0	1	3
Gm15739	0	0	0	0	0	1
Gm1574	0	0	0	4	0	0
Gm15740	0	0	0	0	0	0
Gm15741	0	0	0	0	0	0
Gm15742	1	0	0	0	1	1
Gm15743	18	29	19	7	7	6
Gm15744	2	0	0	0	1	0
Gm15745	0	0	0	0	0	1
Gm15746	0	0	0	0	0	0
Gm15747	0	0	2	0	0	0
Gm15749	0	0	0	0	0	0
Gm15750	12	5	3	9	4	11
Gm15751	79	94	62	48	63	82
Gm15752	0	0	0	0	0	0
Gm15753	1	2	1	0	0	1
Gm15754	0	0	0	0	1	0
Gm15755	0	2	0	1	0	0
Gm15756	0	2	0	1	2	6
Gm15757	0	0	0	1	0	0
Gm15758	4	1	0	0	0	1
Gm15759	0	0	0	0	0	0
Gm15760	37	42	25	33	21	35
Gm15762	0	0	0	0	0	0
Gm15763	1	1	0	0	0	0
Gm15764	8	10	7	6	19	10
Gm15765	0	0	0	0	0	0
Gm15766	0	2	0	2	1	0
Gm15767	0	0	0	0	0	0
Gm15770	0	2	2	4	8	2
Gm15771	0	0	0	0	0	0
Gm15772	66	67	32	62	56	50
Gm15773	11	4	7	20	13	1
Gm15774	21	16	20	12	9	19
Gm15775	18	15	5	3	2	8
Gm15776	8	9	8	7	10	10
Gm15777	29	21	20	27	37	46
Gm15778	1	0	0	1	0	0
Gm15779	3	3	2	0	1	0
Gm15780	1	0	0	0	0	0
Gm15781	0	1	1	1	0	3
Gm15782	0	0	0	0	2	0
Gm15783	0	0	0	0	0	0
Gm15784	38	20	18	30	28	28
Gm15785	11	27	13	15	22	9
Gm15786	0	0	0	0	0	0
Gm15787	144	157	88	35	45	31
Gm15788	7	9	0	4	5	9
Gm15789	7	3	4	3	5	10
Gm15790	4	2	0	1	7	4
Gm15791	0	0	0	0	0	1
Gm15792	1	1	1	3	4	11
Gm15793	6	14	4	28	14	21
Gm15794	0	0	0	2	0	0
Gm15795	2	0	0	0	0	0
Gm15796	3	4	5	12	11	5
Gm15797	0	0	1	0	1	1
Gm15798	1	4	1	0	4	6
Gm15799	0	1	1	0	0	1
Gm15800	5380	4809	3440	5297	4822	5702
Gm15801	0	4	3	0	1	0
Gm15802	0	0	0	0	0	0
Gm15803	0	0	0	0	0	0
Gm15806	0	0	0	1	0	0
Gm15807	0	0	0	0	0	0
Gm15808	1	0	1	0	0	0
Gm15809	0	0	0	0	0	0
Gm15810	0	0	0	0	0	0
Gm15812	0	0	0	0	0	0
Gm15813	0	0	1	0	0	0
Gm15815	0	0	0	0	0	0
Gm15816	21	11	13	4	1	5
Gm15817	2	1	6	2	1	2
Gm15818	0	0	0	0	0	0
Gm15819	0	1	1	2	0	3
Gm15820	2	1	0	0	0	0
Gm15821	3	1	5	0	0	0
Gm15823	0	0	0	0	0	0
Gm15824	0	4	0	0	5	6
Gm15825	0	0	0	0	0	0
Gm15826	0	0	0	0	1	0
Gm15828	0	0	0	0	0	0
Gm15829	1	2	0	2	1	3
Gm15830	5	5	0	1	3	5
Gm15831	1	1	0	4	7	5
Gm15832	55	27	31	52	56	70
Gm15833	0	0	0	0	0	0
Gm15834	43	36	34	34	17	20
Gm15835	3	3	7	2	7	1
Gm15836	0	1	1	0	0	0
Gm15838	0	0	0	0	0	0
Gm15839	0	0	0	1	0	0
Gm15840	0	0	0	0	0	0
Gm15841	0	0	0	0	0	0
Gm15842	0	1	0	0	0	0
Gm15843	7	10	2	0	6	4
Gm15844	0	0	0	0	0	0
Gm15845	0	0	0	0	0	0
Gm15846	4	10	6	6	5	7
Gm15847	0	0	0	0	0	0
Gm15848	1	0	1	0	0	1
Gm15849	0	0	0	0	0	0
Gm15850	20	15	15	3	11	14
Gm15851	1	0	1	1	0	0
Gm15852	2	4	4	0	3	6
Gm15853	20	25	11	9	14	6
Gm15854	0	0	0	0	0	0
Gm15856	0	0	0	0	0	0
Gm15857	2	1	1	1	0	0
Gm15859	0	0	0	0	0	0
Gm15860	29	54	24	10	18	11
Gm15861	0	0	0	0	0	0
Gm15862	0	0	0	0	0	0
Gm15863	2	5	1	2	3	3
Gm15864	0	0	0	0	0	0
Gm15865	0	0	0	0	0	0
Gm15866	0	0	0	0	0	0
Gm15867	5	8	1	3	3	4
Gm15868	8	2	7	1	2	4
Gm15869	15	9	4	3	4	5
Gm1587	0	0	0	0	0	0
Gm15870	0	1	2	0	0	0
Gm15871	0	0	0	0	0	0
Gm15872	0	0	0	0	0	0
Gm15873	0	0	0	1	0	3
Gm15875	0	0	0	0	0	1
Gm15877	0	0	0	0	2	1
Gm15878	0	0	0	0	0	0
Gm15879	23	32	15	24	45	25
Gm15880	1	2	1	0	0	0
Gm15881	0	0	0	0	0	0
Gm15882	0	0	0	0	0	0
Gm15883	0	0	0	0	0	0
Gm15884	2	7	0	1	5	2
Gm15885	0	0	0	0	0	0
Gm15886	0	0	0	0	0	0
Gm15887	5	8	2	12	6	10
Gm15888	0	0	0	0	0	0
Gm15889	0	0	0	0	0	0
Gm15890	0	3	0	0	0	1
Gm15891	0	0	0	0	0	0
Gm15892	50	42	26	19	25	33
Gm15893	95	87	70	37	26	70
Gm15894	0	1	2	1	2	0
Gm15895	0	0	0	0	0	1
Gm15896	0	0	0	0	1	0
Gm15897	0	0	0	0	0	0
Gm15898	1	2	0	0	0	1
Gm15899	23	20	24	36	18	26
Gm15900	16	18	13	18	4	24
Gm15901	0	0	0	0	0	0
Gm15902	0	0	1	0	0	0
Gm15903	1	0	1	0	2	0
Gm15904	1	6	0	0	0	0
Gm15905	0	0	0	0	0	1
Gm15906	0	0	0	0	0	0
Gm15907	0	0	0	0	0	0
Gm15908	13	14	5	28	24	21
Gm15910	2	4	0	0	1	0
Gm15911	3	5	2	0	0	3
Gm15912	40	27	26	24	15	17
Gm15913	0	0	0	0	0	1
Gm15914	0	0	0	0	0	0
Gm15915	5	1	2	3	3	5
Gm15916	0	0	0	0	0	0
Gm15917	0	3	0	1	2	0
Gm15918	1	1	0	0	0	0
Gm15919	0	0	0	0	1	1
Gm15920	1743	2091	1227	2234	2279	2272
Gm15921	11	6	2	2	7	7
Gm15922	0	0	0	0	0	0
Gm15923	0	0	0	0	0	0
Gm15925	0	0	0	0	0	0
Gm15926	0	0	0	0	0	0
Gm15927	40	36	24	13	11	13
Gm15928	0	0	0	1	0	0
Gm15929	0	0	0	0	0	1
Gm15930	0	0	0	0	0	0
Gm15931	1	0	0	0	0	0
Gm15932	2	1	2	0	0	0
Gm15933	0	0	0	0	0	0
Gm15934	0	0	0	0	0	0
Gm15935	0	0	0	0	0	0
Gm15936	0	0	0	0	0	0
